WW Influent,Rain Influent,Total influent,WW TP,WW TKN,WW COD,MgCl2 Flow,NaOH Flow,,Nitrate Effluent,TSS Effluent,TP Effluent,COD Effluent,TN Effluent,Mass of Hauled Sludge,Struvite Pellet Collection,Sludge added per day,Total air flow,Air Flow at Field Conditions 1st AER Reactor,Air Flow at Field Conditions 2nd AER Reactor,Percent of Solids in Digester Effluent,xmghpo4RL2,Influent Flow to Digester,TSS (waste activated sludge + primary clarifier underflow),Influent TSS to Digester,Effluent Flow,VSS Effluent,Ortho-P Effluent,TN Hauled Sludge,Ortho-P Hauled Sludge,TP Hauled Sludge,Nitrate Hauled Sludge,Effluent Flow ANA Reactor,Effluent Flow 1st ANX Reactor,MLSS 1st ANX Reactor,MLVSS 1st ANX Reactor,Soluble BOD 1st ANX Reactor Effluent,Total BOD 1st ANX Reactor Effluent,MLSS 1st AER Reactor,MLVSS 1st AER Reactor,Soluble BOD 1st AER Reactor Effluent,Total BOD 1st AER Reactor Effluent,Effluent Flow 2nd ANX Reactor,MLSS 2nd ANX Reactor,MLVSS 2nd ANX Reactor,Soluble BOD 2nd ANX Reactor,Total BOD 2nd ANX Reactor,MLSS 2nd AER Reactor,MLVSS 2nd AER Reactor,Soluble BOD 2nd AER Reactor,Total BOD 2nd AER Reactor,Pellet Collection Flow,Struvite Biosolids
77949.83,0,77949.83,35.24,24.06,675.71,5.74,2.87,,0.37892,0.0612373,0.61907,36.3,3.26777,15725.4,11667.8,44071.776,419498.7,397867,21631.7,2.24272,2814.6,1014.91,9181.62,40000,77848.3,0.0131652,0.267739,51384.6,3555.65,110914,1.54E-05,134609,534609,2399.26,541.183,2.95799,310.361,2450.11,531.889,3.65058,300.429,134609,2448.1,528.437,1.11663,294.413,2449.49,526.608,1.79059,293.165,100,137280
113562.35,8631.98,122194.34,37.3,45.58,738.12,8.84,4.42,,0.543481,0.121739,0.451794,37.0726,3.85747,38256.2,30404.1,82163.04,935033.6,885310,49723.6,2.95993,2092.92,1931.32,17117.3,40000,122088,0.0307187,0.0852621,77348.6,4008.44,144616,1.54E-05,178849,578849,4773.13,1260.66,2.90094,668.7,4876.85,1239.7,3.52836,645.287,178849,4868.4,1232.49,0.943255,635.591,4869.57,1228.75,1.95673,632.472,100,542324
113562.35,18134.04,131696.4,12.65,48.18,468.4,3,1.5,,2.79732,0.0306151,0.359204,24.2804,6.66246,14433.5,50475.4,36685.824,640678.1,603644,37034.1,2.35771,0.0165355,841.51,7642.88,40000,131592,0.0111432,0.153036,75436.3,1738.75,67004.6,6.38E-05,188353,588353,1213.98,455.877,5.82623,242.872,1229.34,450.563,4.67239,235.368,188353,1225.28,446.39,3.01423,229.426,1224.6,445.729,2.91694,228.575,100,387361
113562.35,84388.8,197951.15,15.63,20.46,556.85,3.71,1.85,,5.38E-06,0.0375207,0.188726,21.5126,3.20326,18867,35639.7,43655.136,562227.2,522506,39721.2,2.59593,169.13,1005.09,9094.82,40000,197847,0.0149379,0.0245572,78190.1,1987.33,75861.5,1.00E-06,254608,654608,1466.25,612.357,5.38308,357.63,1504.39,601.758,5.8073,345.011,254608,1501.86,599.546,3.08282,339.738,1500.83,597.518,3.95541,338.277,100,412481
105086.75,0,105086.75,31.43,40.08,564.75,6.9,3.45,,0.744979,0.0756439,0.621656,30.9002,3.64592,23286.8,39912.9,55287.84,616961.7,585958,31003.7,2.69981,1405.17,1280.86,11518.3,40000,104984,0.0173376,0.323516,77156,3793.91,132931,2.47E-05,161745,561745,2964.72,712.086,3.3671,383.884,3026.58,700.602,3.5808,370.906,161745,3024.83,695.247,1.46117,363.368,3025.75,693.504,1.89146,361.929,100,607651
113562.35,81603.81,195166.17,21.72,15.9,730.35,5.15,2.58,,2.43E-06,0.0600944,0.262412,25.2359,3.21738,28893.6,30045.8,63204,714278.2,666328,47950.2,2.78557,851.012,1470.5,13167.5,40000,195059,0.0225338,0.0420667,80843.4,2374.8,95489,1.00E-06,251820,651820,2345.56,922.608,4.35184,534.591,2408.41,906.728,5.002,515.846,251820,2403.53,904.4,1.6533,509.908,2403.77,901.351,2.83422,507.578,100,410399
111652.69,0,111652.69,35.35,35.67,484.79,8.24,4.12,,0.956885,0.0614889,6.75155,27.1143,3.78689,19640.5,31432.8,49961.76,553326.3,524968,28358.3,2.52724,1945.29,1154.18,10408.7,40000,111554,0.0134523,6.49577,68918.6,3873.69,131365,3.32E-05,168315,568315,2408.86,552.337,3.84898,303.012,2459.09,543.684,3.69366,292.779,168315,2459.09,539.197,1.88843,286.35,2459.56,538.091,2.04803,285.311,100,482630
113562.35,70689.92,184252.27,24.67,41.95,509.76,5.85,2.92,,0.269928,0.0482048,0.225438,20.2667,3.85541,23605.9,59296,53105.28,585278.8,546997,38281.8,2.79258,50.4517,1228.86,11063.6,40000,184149,0.0129545,0.059647,86163.8,3186.98,113832,6.46E-06,240910,640910,1884.93,531.977,4.86629,304.051,1930.2,522.956,4.7921,293.468,240910,1928.63,519.367,2.99421,287.863,1928.19,518.182,3.25372,286.776,100,747276
98576.84,0,98576.84,25.88,19.67,619.08,5.33,2.66,,0.401844,0.059036,0.377272,33.8511,3.27529,17792.6,18784.4,46638.672,531353.3,503722,27631.3,2.37029,2104.51,1075.5,9716.39,40000,98474.1,0.0165933,0.0566083,61762,3073.14,103549,1.16E-05,155235,555235,2314.69,681.227,3.29131,382.402,2366.42,670.055,3.81494,369.812,155235,2362.4,665.878,1.25903,362.964,2361.44,663.734,2.06032,361.439,100,222297
113562.35,75160.26,188722.61,38.36,24.18,692.25,9.1,4.55,,3.05E-06,0.0905857,0.406643,24.1051,3.01308,37684.4,17335.5,83369.76,745858.2,696146,49712.2,2.8607,3315.91,1960.97,17368.7,40000,188617,0.0228201,0.180918,61084.6,4024.05,145522,1.00E-06,245378,645378,3532.54,935.484,3.77996,533.736,3624.79,918.568,4.50669,514.248,245378,3617.16,915.908,1.37276,508.218,3623.43,912.805,2.32529,505.633,100,292450
113562.35,91029.44,204591.79,27.87,27.57,478.78,6.61,3.3,,7.44E-06,0.0499937,0.223582,18.171,3.16155,22166,22552.2,52352.16,528239.7,490181,38058.7,2.66337,2584.45,1210.94,10906.7,40000,204490,0.0127062,0.0813493,59335.9,3753.78,127675,1.00E-06,261251,661251,1948.69,521.277,4.88472,299.791,1999.01,512.019,5.26468,288.996,261251,1999,509.688,3.06405,284.136,1999.75,508.25,3.48734,282.88,100,318250
113562.35,64282.15,177844.5,36.7,20.39,641.64,8.7,4.35,,1.19E-05,0.0845932,0.418546,23.725,2.95327,33860.6,17135.4,76643.52,691506.2,645754,45752.2,2.80473,3387.19,1796.18,15967.4,40000,177740,0.0206795,0.197027,59250,4031.85,145442,1.00E-06,234501,634501,3298.27,848.031,3.77396,481.691,3382.74,832.813,4.43733,464.223,234501,3377.77,829.981,1.46176,458.176,3383.73,827.179,2.3003,455.833,100,279075
113562.35,4214.41,117776.76,32.6,16.75,460.84,7.73,3.87,,0.936851,0.0220647,22.2035,25.5648,3.82765,9889.05,26873.4,29999.04,482553,455887,26666,1.94617,0.143584,685.692,6249.8,40000,117681,0.0115248,21.9792,71010.7,1476.73,47850,1.99E-05,174442,574442,867.582,471.947,4.4059,269.049,886.073,465.595,4.02932,260.866,174442,882.843,461.841,2.33495,255.183,882.588,460.993,2.38872,254.282,100,226812
113562.35,68838.21,182400.56,37.9,17.33,740.7,8.99,4.49,,2.60E-06,0.0964451,0.394948,26.2343,3.04812,39205,17875.9,85713.12,796185.4,744202,51983.4,2.88329,3108.8,2018.66,17856.9,40000,182294,0.0256045,0.146386,64171.9,3905.06,142107,1.00E-06,239055,639055,3763.89,1049.31,3.61797,595.162,3861.99,1030.53,4.39861,573.459,239055,3851.76,1027.69,1.16909,567.192,3857.8,1024.18,2.24981,564.262,100,305847
113562.35,16793.14,130355.49,36.57,46.99,481.42,8.67,4.34,,1.49607,0.0619322,7.3574,23.9592,4.76115,23329.3,68482.6,53419.2,650306.8,614988,35318.8,2.81699,20.0397,1236.33,11129,40000,130256,0.014271,7.13495,92480.8,3740.99,133793,4.70E-05,187017,587017,2430.28,585.675,4.21166,311.499,2478.4,576.811,3.73192,300.954,187017,2477.52,571.794,2.10095,294.235,2477.29,570.839,2.12867,293.222,100,913267
113562.35,27942.8,141505.15,37.42,23.44,487.34,8.87,4.44,,0.42802,0.0604899,5.57177,22.8059,3.15783,21212.8,14812.2,54301.92,541645.2,509695,31950.2,2.50303,3472.46,1257.35,11312.9,40000,141405,0.0132955,5.36318,52972.7,4036.47,139008,1.36E-05,198166,598166,2359.61,545.921,4.03013,308.177,2413.59,536.794,4.10666,297.449,198166,2416,533.159,2.06125,291.527,2419.59,531.82,2.31713,290.296,100,217680
113562.35,50489.45,164051.81,13.71,47.46,746.44,3.25,1.62,,0.467573,0.0530172,0.382014,29.2892,3.95174,24286.5,44128.8,53727.84,883596.6,829980,53616.6,2.66324,0.0353039,1243.68,11193.3,40000,163944,0.0245957,0.119359,83758.6,1232.13,61957.5,6.89E-06,220705,620705,2079.31,1008.82,4.41,560.188,2126.66,992.845,4.24411,541.027,220705,2119.91,986.573,1.84951,532.163,2120.69,983.828,2.44907,529.627,100,324449
81822.13,0,81822.13,17.62,24.81,699.28,3.01,1.51,,0.328628,0.0435696,0.391419,37.8711,3.30814,14180.2,16303.1,37837.536,448708,425066,23642,2.26442,901.446,868.46,7882.82,40000,81718,0.0157003,0.0351216,67521.2,1966.77,73560.9,9.18E-06,138479,538479,1712.52,644.266,2.90905,367.732,1748.25,633.974,3.84698,356.663,138479,1744.22,630.326,1.03214,350.152,1742.78,628.014,2.06824,348.725,100,242442
113562.35,50682.84,164245.19,22.17,15.66,586.43,5.26,2.63,,0.0715398,0.0510853,0.243478,24.2752,3.04359,21860.2,25278.4,52284.96,587065.2,549723,37342.2,2.57569,1543.09,1209.35,10892.7,40000,164141,0.0165281,0.0325053,69422.8,2778.26,101412,1.50E-06,220902,620902,1995.91,677.774,4.32907,391.168,2047.33,666.2,4.71286,377.563,220902,2044.37,663.285,1.99644,371.652,2043.41,661.122,2.85139,370.052,100,321025
113562.35,31507.73,145070.08,36.22,15.79,465.85,8.59,4.29,,0.595429,0.0520892,12.6283,21.7658,3.55591,19015.2,14289.4,50014.56,498076.7,468227,29849.7,2.426,3376.41,1155.43,10419.7,40000,144972,0.0110825,12.4346,51144.4,3967.9,132966,2.00E-05,201733,601733,2038.89,453.735,4.37919,254.516,2079.37,447.038,4.15474,246.198,201733,2081.63,444.036,2.48259,241.243,2083.57,443.301,2.52128,240.425,100,193169
92564.51,0,92564.51,16.25,41.43,557.92,3.14,1.57,,1.29639,0.0353338,0.428693,30.8884,4.29094,13384.1,52516.3,35674.464,486116.7,461505,24611.7,2.27741,0.0396279,817.872,7432.18,40000,92461,0.0120358,0.14408,74955.2,1951.2,71740.9,3.79E-05,149222,549222,1395.86,493.504,3.84682,276.494,1418.46,486.664,3.72543,268.335,149222,1414.17,482.392,1.98981,262.235,1413.35,481.433,2.13316,261.355,100,427513
113562.35,59430.78,172993.13,23.73,16.95,666.16,5.63,2.81,,6.56E-06,0.041145,6.47883,25.5153,3.09066,20014.6,45909.8,47121.792,642752.9,596924,45828.9,2.52127,0.243592,1086.92,9817.04,40000,172891,0.0197278,6.25651,82462.1,1388.63,62774.8,1.00E-06,229652,629652,1604.34,807.99,4.56076,467.452,1646.72,794.673,4.81944,451.308,229652,1639.64,791.887,1.88882,445.318,1645.8,789.113,2.59575,442.822,100,332203
85200.77,0,85200.77,20.67,47.52,578.64,3.68,1.84,,1.6864,0.0391305,0.654537,31.7512,4.7677,13930.9,62377.3,36470.688,485232.5,460963,24269.5,2.35336,0.0302759,836.48,7598.06,40000,85097.9,0.0113698,0.358127,78376.4,2332.97,81394.2,5.62E-05,141859,541859,1546.62,466.122,3.96127,255.812,1570.56,459.921,3.58636,248.234,141859,1566.17,455.653,1.94981,242.3,1565.22,454.792,2.00991,241.447,100,502086
113562.35,75280.76,188843.11,16.62,16.15,631.79,3.94,1.97,,5.20E-06,0.0359606,2.34914,23.3071,3.17628,19231.1,45294.4,45429.6,598277.2,553937,44340.2,2.49696,0.201331,1046.94,9464.5,40000,188738,0.0168976,2.15595,78710.5,1315.76,58709.6,1.00E-06,245499,645499,1400.63,692.215,5.12232,407.872,1438.47,680.627,5.29466,393.72,245499,1433.42,678.203,2.50181,388.194,1438.42,675.903,3.07209,386.091,100,306337
109246.14,0,109246.14,30.79,33,710.82,7.02,3.51,,0.240569,0.0953542,0.443374,38.3262,3.40148,28215.1,20006.1,65391.84,742247.6,700896,41351.6,2.71365,2578.3,1523.19,13623.3,40000,109141,0.0270437,0.0705808,67965.8,3493.2,128100,6.34E-06,165902,565902,3735.62,1108.95,2.8622,596.222,3821.49,1090.62,3.67864,575.447,165902,3812.52,1085.62,0.782317,567.563,3814.17,1081.75,1.96882,564.427,100,305791
113562.35,36281.96,149844.31,26.96,38.11,582.39,6.39,3.2,,0.364357,0.0650551,0.280268,25.5479,3.35376,25643.2,37540.4,58620.96,659202.1,621022,38180.1,2.75474,1211.6,1360.51,12212.7,40000,149740,0.0179704,0.0477239,78208,3342.55,121517,9.01E-06,206501,606501,2545.7,737.574,3.9412,412.259,2606.37,725.19,4.16558,397.932,206501,2603.09,720.841,1.8014,391.008,2602.2,718.817,2.47528,389.421,100,553452
113562.35,93962.78,207525.14,25.24,46.05,592.62,5.99,2.99,,0.000477226,0.0548145,0.204269,20.9898,3.9646,28618.1,60867.4,61252.32,675916.1,630029,45887.1,2.91122,3.10336,1423.59,12760.9,40000,207420,0.0164518,0.0333084,89052.8,2974.14,112242,1.00E-06,264181,664181,2142.74,675.343,4.79945,387.387,2196.24,663.515,5.04492,373.915,264181,2193.47,659.946,2.76554,367.895,2192.58,658.073,3.4057,366.425,100,739057
113562.35,69164.92,182727.27,14.6,32.02,728.14,3.46,1.73,,3.18E-06,0.0471319,0.752544,26.3102,3.18651,23347,42220.3,52346.88,703157.8,653104,50053.8,2.64062,0.213004,1210.82,10905.6,40000,182620,0.0222498,0.522252,84256.8,1311.01,63916.3,1.00E-06,239381,639381,1838.62,910.957,4.58348,526.505,1887.77,895.803,4.8832,508.095,239381,1879.39,893.109,1.77121,502.02,1885.28,889.992,2.61665,499.25,100,338485
113562.35,71828.79,185391.14,18.15,21.05,724.67,4.3,2.15,,2.98E-06,0.0466972,2.58234,25.8718,3.18347,23303.4,44308.3,52385.76,699189.7,648639,50550.7,2.63878,0.232957,1211.75,10913.7,40000,185285,0.0220695,2.35636,84629.9,1354.68,65111.9,1.00E-06,242046,642046,1820.82,903.528,4.58684,522.858,1869.23,888.525,4.8867,504.627,242046,1860.73,885.889,1.79169,498.623,1867.89,882.779,2.6121,495.841,100,347547
95676.53,0,95676.53,13.43,42,648.78,2.68,1.34,,0.820287,0.0405622,0.362363,35.6643,3.88841,14915.5,43713,38227.872,598717.8,569460,29257.8,2.32,0.0319341,877.601,7964.14,40000,95571.8,0.0176689,0.0334291,76501.6,1382.55,59486.2,1.78E-05,152333,552333,1601.26,725.195,3.45909,399.16,1629.86,714.363,3.85468,386.817,152333,1624.05,708.696,1.55907,378.746,1622.49,706.755,2.29375,377.42,100,320533
113562.35,14229.64,127791.99,30.14,34.61,580.08,7.15,3.57,,0.410437,0.0768665,0.351519,28.7497,3.24985,25632.8,24962.1,60739.68,655809,620120,35689,2.68142,2470.57,1411.29,12654.1,40000,127689,0.0192583,0.07856,66662.2,3731.47,133480,1.17E-05,184450,584450,3008.1,790.415,3.47658,434.921,3077.61,777.246,3.85396,419.852,184450,3074.71,772.578,1.40401,412.566,3074.66,770.333,2.11307,410.787,100,380315
97666.33,0,97666.33,35.66,42.49,680.25,7.27,3.64,,0.550476,0.0938711,0.480533,36.5963,3.65947,26848.8,36059.6,61648.32,683992,649019,34973,2.78337,1668.46,1433.1,12843.4,40000,97562.9,0.022545,0.121519,77090.3,3816.55,136333,1.78E-05,154324,554324,3681.71,925.543,2.90351,490.63,3758.83,910.471,3.51054,474.01,154324,3753.89,904.575,1.00746,465.674,3754.85,901.802,1.82998,463.5,100,574092
113562.35,81696.52,195258.87,35.09,34.29,599.48,8.32,4.16,,6.53E-06,0.0734134,0.3937,21.0831,3.13896,32241.7,22115.2,72625.92,652578.6,607602,44976.6,2.81683,2925.43,1698.33,15130.4,40000,195154,0.0177612,0.204997,62397.7,3958.26,142505,1.00E-06,251915,651915,2859.7,728.603,4.16188,418.349,2933.32,715.456,4.70026,403.289,251915,2931.64,712.714,1.94986,397.54,2936.54,710.448,2.59811,395.61,100,357382
113562.35,93690.11,207252.46,38.43,31.81,666.63,9.11,4.56,,2.59E-06,0.0833715,0.421715,21.8256,3.08656,37315.9,17535.9,82583.04,711723.4,662252,49471.4,2.85985,3334.99,1941.63,17204.8,40000,207147,0.020643,0.222961,59854.2,4042.62,145820,1.00E-06,263908,663908,3247.7,846.236,4.07692,489.017,3333.88,830.763,4.77242,471.184,263908,3328.33,828.478,1.67897,465.528,3334.86,825.72,2.53151,463.23,100,293005
113562.35,76527.96,190090.31,36.55,20.16,664.2,8.67,4.33,,3.54E-06,0.0835952,0.361949,23.2316,3.01061,35288.5,17868,78846.24,708825,661503,47322,2.83127,3224.2,1850.02,16426.3,40000,189985,0.0211572,0.147511,60970.7,3948.87,143011,1.00E-06,246746,646746,3259.07,867.343,3.89778,496.41,3344.55,851.701,4.57771,478.386,246746,3339.09,849.104,1.51766,472.475,3343.81,846.289,2.40888,470.152,100,293185
113562.35,79556.55,193118.91,31.47,30.37,527.64,7.46,3.73,,9.66E-06,0.0584168,0.362405,19.5831,3.02884,25898.3,17953.9,61524.96,552311.2,513418,38893.2,2.66418,3152.52,1430.14,12817.7,40000,193016,0.0138052,0.195599,55736.1,3839.63,135822,1.00E-06,249777,649777,2273.73,566.48,4.48459,329.965,2332.45,556.322,4.88636,318.232,249777,2333.34,553.86,2.46943,313.059,2336.67,552.207,2.90287,311.593,100,260528
113562.35,69381.99,182944.35,29.16,30.24,519.88,6.91,3.46,,0.010046,0.0547893,0.274908,20.248,3.03047,23801.6,18533.8,57436.8,537767.1,501333,36434.1,2.61318,2915.76,1332.18,11966,40000,182841,0.0133977,0.102755,56982.9,3674.92,129172,1.00E-06,239602,639602,2134.84,549.729,4.51075,319.783,2189.93,540.035,4.83193,308.51,239602,2190.33,537.443,2.50096,303.297,2191.57,535.91,2.93425,301.966,100,257448
93018.49,0,93018.49,17.34,19.58,618.93,3.37,1.68,,0.44838,0.0300585,7.67548,33.5967,3.31332,12226.1,24396.6,33494.16,472512.4,447127,25385.4,2.14687,0.216115,766.999,6977.95,40000,92915.9,0.0149831,7.36317,72309.5,1050.46,47918.2,1.03E-05,149677,549677,1178.65,614.489,3.2891,352.187,1205.97,605.201,3.6947,341.542,149677,1201.03,601.131,1.34629,335,1202.34,599.323,1.88477,333.585,100,229470
77818.23,0,77818.23,21.99,17.4,593.51,3.57,1.79,,0.684147,0.0389552,0.566877,32.4958,3.47038,12083.8,9063.77,35210.496,356588.4,338392,18196.4,2.11221,1989.68,807.036,7335.52,40000,77715.5,0.00960861,0.261985,53053.1,2680.24,88741.1,2.79E-05,134477,534477,1531.97,394.669,3.20732,235.795,1561.45,388.409,3.60216,228.983,134477,1558.77,385.34,1.68374,223.925,1558.21,384.345,2.01279,223.224,100,142714
87893.65,0,87893.65,12.26,17.64,516.74,2.25,1.12,,0.913263,0.0195298,5.30768,28.776,3.6884,9159.57,16434,26649.792,377638.5,357497,20141.5,2.00657,0.219883,608.06,5552.04,40000,87790.9,0.00987745,5.04744,65157.2,841.18,42017.2,2.52E-05,144552,544552,769.775,404.564,3.65486,235.489,785.046,399.17,3.61398,228.991,144552,781.619,395.921,1.95374,223.969,781.191,395.098,2.09681,223.232,100,197095
113562.35,49619.08,163181.43,18.85,35.26,479.03,4.47,2.24,,0.316872,0.0390374,0.216269,21.3883,3.42941,17282.1,43665.4,41424.432,533498.3,499778,33720.3,2.57112,140.377,952.603,8630.09,40000,163079,0.0123524,0.0432624,79829.1,2717.04,92849.7,6.57E-06,219840,619840,1529.69,506.977,4.97989,287.885,1564.98,498.705,4.9209,277.907,219840,1562.22,495.299,3.03996,272.331,1561.49,494.095,3.37069,271.289,100,560746
98818.43,0,98818.43,17.79,29.04,494.2,3.67,1.84,,0.98262,0.0373807,0.489257,27.8357,3.78781,12831.4,11630.4,36214.416,428540.8,406074,22466.8,2.17778,1771.16,830.489,7544.67,40000,98715.6,0.0102357,0.234879,57358.5,2657.15,88865.1,3.24E-05,155477,555477,1470.56,419.761,3.90511,242.657,1498.83,413.633,3.79598,235.276,155477,1495.84,410.247,2.10725,230.057,1495.23,409.428,2.23064,229.297,100,186554
113562.35,24545.9,138108.26,33.18,15.24,541.18,7.87,3.93,,0.321079,0.0735467,0.944351,25.205,3.03506,24977.6,15593.1,61140.96,600281.6,564688,35593.6,2.61187,3520.81,1420.92,12737.7,40000,138006,0.0165792,0.706368,54861.4,4036.89,142355,9.93E-06,194767,594767,2869.14,680.668,3.67434,380.312,2935.71,669.07,4.0025,366.955,194767,2936.14,665.188,1.60096,360.454,2941.87,663.168,2.10166,358.72,100,230947
113562.35,11134.25,124696.6,21.04,18.42,662.04,4.99,2.49,,0.226521,0.0645137,0.34098,33.4866,3.23903,22752,26034.5,53757.6,680046.7,641276,38770.7,2.59881,1272.17,1244.38,11199.5,40000,124592,0.0228361,0.0298608,75713.3,2554,97426.7,4.77E-06,181353,581353,2527.06,936.296,3.43702,519.607,2587.34,920.986,4.04412,501.87,181353,2581.99,916.682,1.12449,494.503,2580.55,913.444,2.37062,492.127,100,338745
113562.35,69483.85,183046.21,12.73,15.87,711.92,3.02,1.51,,3.76E-06,0.0439037,0.279933,26.2067,3.21619,22100.6,41119.3,50153.76,682807.1,636058,46749.1,2.59537,0.145817,1158.73,10448.7,40000,182939,0.0212257,0.0555724,82417.4,1177.55,59275.9,1.00E-06,239700,639700,1714.99,869.111,4.73349,504.495,1760.94,854.555,5.1284,486.922,239700,1755.55,851.956,1.9163,480.837,1756.15,849.029,2.93258,478.458,100,303496
113562.35,20913.11,134475.47,30.62,24.99,621.2,7.26,3.63,,0.225454,0.0804107,0.344141,29.2455,3.07174,27182.5,18351.3,64091.52,673145.4,634532,38613.4,2.68058,2926.47,1491.86,13352.4,40000,134371,0.021202,0.0664538,62497.7,3671.95,132861,6.03E-06,191132,591132,3144.52,869.675,3.40552,481.415,3220.39,854.926,3.95956,464.49,191132,3215.98,850.853,1.21474,457.499,3216.43,848.08,2.14004,455.313,100,274991
113562.35,37045.06,150607.41,30.41,14.78,696.96,7.21,3.61,,0.0585885,0.0840364,0.344938,29.3921,3.06366,30898.3,20472.9,69852.96,736910.2,691832,45078.2,2.77149,2496.7,1631.03,14552.7,40000,150502,0.0245028,0.0673921,68327.4,3440.22,127400,1.36E-06,207263,607263,3284.11,1004.3,3.44396,560.046,3366.78,987.022,4.14403,540.102,207263,3359.77,983.484,1.08805,533.353,3361.46,980.111,2.20772,530.64,100,317807
113562.35,31648.17,145210.53,36,47.19,478.79,8.54,4.27,,1.2743,0.0593726,6.41412,21.9721,4.70162,24126.8,67965.4,54541.92,644210.9,607373,36837.9,2.84454,32.6262,1263.08,11362.9,40000,145111,0.0138155,6.21482,92306,3723.37,133611,3.86E-05,201872,601872,2326.96,566.626,4.3701,302.172,2374.15,558.052,3.91833,291.928,201872,2374.66,553.471,2.30599,285.589,2374.9,552.618,2.31598,284.615,100,909142
106890.82,0,106890.82,13.82,40.65,480.75,3.08,1.54,,2.18635,0.0213763,6.0595,27.5775,5.48909,10696.7,36892.5,30228.672,539462.9,510400,29062.9,2.05134,0.013291,691.025,6297.64,40000,106791,0.0108231,5.81732,67953.1,820.015,40670,5.22E-05,163552,563552,846.012,442.702,5.35078,238.786,859.635,437.696,4.26496,231.542,163552,855.671,433.628,2.60613,225.675,855.051,432.924,2.52659,224.8,100,180865
113562.35,6319.39,119881.74,31.81,31.48,627.01,7.54,3.77,,0.287884,0.0892946,0.398868,32.5047,3.18406,27540.3,17132.2,65220.48,692413.8,654241,38172.8,2.6797,3154.99,1519.06,13587.6,40000,119778,0.0227447,0.0843271,61247.3,3808.71,137241,8.22E-06,176539,576539,3494.66,933.059,3.13664,508.537,3575.95,917.44,3.7639,490.762,176539,3570.54,912.804,1.03739,483.289,3571.78,909.787,1.98899,480.883,100,260824
113562.35,53794.58,167356.93,28.08,41.46,746.79,6.66,3.33,,0.147919,0.0814044,0.30489,28.8449,3.46171,33917.4,36378,72145.92,832955.3,782027,50928.3,2.9231,911.756,1686.66,15030.4,40000,167250,0.0260415,0.0386976,85515.2,3060.95,116840,3.04E-06,224011,624011,3184.05,1067.67,3.70084,596.028,3262.77,1049.43,4.23398,575.028,224011,3256.79,1045.04,1.29126,567.588,3256.17,1041.66,2.48681,564.96,100,568530
113562.35,34042.18,147604.54,36.25,17.07,517.98,8.6,4.3,,0.297556,0.0676178,3.20671,23.0764,3.02517,24107.9,15366.1,59552.16,574366.6,538955,35411.6,2.59277,3561.02,1382.81,12406.7,40000,147504,0.0149994,2.99308,53804.3,4076.89,143132,9.18E-06,204265,604265,2635.44,615.858,3.88223,347.09,2696.82,605.324,4.13562,334.884,204265,2698.49,601.746,1.84723,328.775,2704.71,599.977,2.24339,327.208,100,230188
113562.35,79570.1,193132.45,21.05,33.77,672.61,4.99,2.5,,4.18E-06,0.0408512,4.10346,23.8172,3.25712,21434.9,51583,49213.92,654807.1,606578,48229.1,2.58262,0.135927,1136.44,10252.9,40000,193029,0.0192324,3.90214,82160,1369.99,63832,1.00E-06,249790,649790,1592.54,787.622,4.88455,459.445,1634.53,774.522,5.11824,443.549,249790,1628.15,771.912,2.2137,437.743,1634.05,769.297,2.87729,435.377,100,342087
113562.35,61192.9,174755.25,13.48,37.17,735.52,3.2,1.6,,0.0145294,0.0484463,0.331682,27.6328,3.38157,23308.1,43411.3,52308.96,749022.5,698984,50038.5,2.63082,0.0739798,1209.92,10897.7,40000,174648,0.0230637,0.0887227,84018.2,1233.51,61921.5,1.00E-06,231409,631409,1894.39,944.794,4.48158,539.888,1943.25,929.186,4.75067,521.135,231409,1936.32,925.634,1.73608,514.347,1937.85,922.549,2.65222,511.699,100,322796
113562.35,68398.77,181961.12,36.23,17.46,548.31,8.59,4.3,,1.38E-05,0.0686091,1.45003,20.6664,2.93804,28281.6,16608,66608.16,589121.2,547388,41733.2,2.70766,3509.23,1552.55,13876.7,40000,181858,0.0156428,1.26485,55072,4078.27,145149,1.00E-06,238619,638619,2669.23,641.972,4.12768,368.387,2735.5,630.505,4.61445,355.223,238619,2735.43,627.818,2.0287,349.677,2744.36,625.713,2.53317,347.81,100,256741
113562.35,49208.47,162770.82,34.74,30.95,461.04,8.24,4.12,,0.273993,0.0520344,3.94501,19.9636,3.18817,20165.8,16730.4,51275.04,509703.5,476659,33044.5,2.50631,3186.74,1185.35,10682.3,40000,162671,0.0115825,3.77319,53536.9,3973.65,133971,8.07E-06,219432,619432,2027.36,475.512,4.49478,271.683,2075.03,467.495,4.5043,262.129,219432,2077.92,464.413,2.6179,256.89,2081.38,463.298,2.77019,255.775,100,241137
113562.35,48371.82,161934.17,17.74,45.48,637.84,4.21,2.1,,0.51313,0.0500923,0.252655,26.6348,3.89072,22766,60542.9,51609.12,750699.8,706773,43926.8,2.67078,0.0654761,1193.28,10751.9,40000,161829,0.0194069,0.0228193,84717.6,1997.08,82100.2,9.09E-06,218590,618590,1967.46,796.58,4.48327,445.337,2010.54,783.787,4.48473,430.255,218590,2005.36,778.444,2.21321,422.409,2003.69,776.276,3.04004,420.837,100,493433
